slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
millsime-imprial,Millésime Impérial,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---MILLESIME-IMPERIAL-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Creed,"meyvə-notları, dəniz-duzu","berqamot, limon, naringi-mandarin, süsən","ağac-notları, dəniz-suyu, müşk",https://www.etirsah.com/az/product/499,Stokda Var
royal-mayfair,Royal Mayfair,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---ROYAL-MAYFAIR-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Creed,"laym, şam-ağacı, cin-içki",qızılgül,"portağal, sidr, evkalipt",https://www.etirsah.com/az/product/500,Stokda Var
royal-oud,Royal Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---ROYAL-OUD-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Creed,"berqamot, çəhrayı-istiot, limon","sidr, tütəkotu, qalbanum","müşk, səndəl, aqar-ağacı-ud",https://www.etirsah.com/az/product/501,Stokda Var
royal-oud,Royal Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---ROYAL-OUD-FOR-UNISEX.jpg,,Unisex,,,,Creed,"berqamot, çəhrayı-istiot, limon","sidr, tütəkotu, qalbanum","müşk, səndəl, aqar-ağacı-ud",https://www.etirsah.com/az/product/502,Stokda Yoxdur
silver-mountain-water,Silver Mountain Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---SILVER-MOUNTAIN-WATER-FOR-UNISEX.jpg,,Unisex,14.00,22.00,32.00,Creed,"berqamot, naringi-mandarin","yaşıl-çay, qara-qarağat","müşk, səndəl, qalbanum, petitgreyn-sitrus-yarpağı",https://www.etirsah.com/az/product/503,Stokda Var
silver-mountain-water,Silver Mountain Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---SILVER-MOUNTAIN-WATER-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Creed,"berqamot, naringi-mandarin","yaşıl-çay, qara-qarağat","müşk, səndəl, qalbanum, petitgreyn-sitrus-yarpağı",https://www.etirsah.com/az/product/504,Stokda Var
spice-and-wood,Spice and Wood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---SPICE-AND-WOOD-FOR-UNISEX.jpg,,Unisex,,,,Creed,"alma, berqamot, limon","istiot, paçuli, tütəkotu, qərənfil, tozağacı","ağ-sidr, müşk, palıd-mamırı, süsən",https://www.etirsah.com/az/product/505,Stokda Yoxdur
spring-flower,Spring Flower,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/Spring-Flower-Creed-for-women.jpg,,Qadın,32.00,58.00,92.00,Creed,"alma, şaftalı, yemiş","jasmin, qızılgül","müşk, boz-ənbər",https://www.etirsah.com/az/product/506,Stokda Var
sublime-vanille,Sublime Vanille,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---SUBLIME-VANILLE-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Creed,"orxideya, burbon-vanili",tonka-lobyası,"berqamot, limon, müşk",https://www.etirsah.com/az/product/507,Stokda Var
tabarome-millsime,Tabarome Millésime,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/Tabarome-Creed-for-men.jpg,,Kişi,20.00,34.00,52.00,Creed,"berqamot, tanqerin",zəncəfil,"dəri, paçuli, səndəl, tütün, boz-ənbər",https://www.etirsah.com/az/product/508,Stokda Var
vetiver-geranium,Vetiver Geranium,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---VETIVER-GERANIUM-FOR-MEN.jpg,,Kişi,32.00,58.00,92.00,Creed,"alma, berqamot, limon","darçın, qızılgül, ətirşah","müşk, paçuli, sidr, vetivera, ənbər",https://www.etirsah.com/az/product/509,Stokda Var
viking,Viking,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---VIKING-FOR-MEN.jpg,,Kişi,32.00,58.00,92.00,Creed,"absent, berqamot, çəhrayı-istiot, limon, nanə, portağal","bolqar-qızılgülü, jasmin, lavanda, mixək, süsən-kökü, yamayka-istiotu","ağ-müşk, sidr, tonka-lobyası, vetivera",https://www.etirsah.com/az/product/510,Stokda Var
viking,Viking,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---VIKING-FOR-MEN.jpg,,Kişi,44.00,82.00,132.00,Creed,"absent, berqamot, çəhrayı-istiot, limon, nanə, portağal","bolqar-qızılgülü, jasmin, lavanda, mixək, süsən-kökü, yamayka-istiotu","ağ-müşk, sidr, tonka-lobyası, vetivera",https://www.etirsah.com/az/product/511,Stokda Var
white-amber,White Amber,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---WHITE-AMBER-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Creed,meyvə-notları,"benzoin, jasmin","səndəl, ənbər",https://www.etirsah.com/az/product/512,Stokda Var
white-aventus,White Aventus,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---WHITE-AVENTUS-FOR-MEN.jpg,,Kişi,,,,Creed,"çəhrayı-istiot, naringi-mandarin, zəncəfil","paçuli, səndəl, vetivera","müşk, tonka-lobyası, stiraks, tozağacı",https://www.etirsah.com/az/product/513,Stokda Yoxdur
wind-flowers,Wind Flowers,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CREED---WIND-FLOWERS-FOR-WOMEN.jpg,,Qadın,32.00,58.00,92.00,Creed,"jasmin, portağal-çiçəyi, şaftalı","jasmin, qızılgül, tuberoza, zanbaq","müşk, portağal-çiçəyi, süsən, səndəl-ağacı, praline",https://www.etirsah.com/az/product/514,Stokda Var
cr7-cristiano-ronaldo,CR7 Cristiano Ronaldo,https://www.etirsah.com/storage/photos/shares/etirler_en_son/CREED/CRISTIANO-RONALDO---CR7-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Cristiano Ronaldo,"berqamot, hil, lavanda, yovşan-artemisia","darçın, sidr, süsən, tütün","müşk, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/515,Stokda Var
dg-anthology-lamoureux-6,D&G Anthology L'Amoureux 6,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-ANTHOLOGY-L%27AMOUREUX-6-FOR-MEN.jpg,,Kişi,,,,Dolce&Gabbana,"berqamot, çəhrayı-istiot, ardıc-giləmeyvəsi","hil, süsən-kökü, tozağacı","ağac-notları, müşk",https://www.etirsah.com/az/product/516,Stokda Yoxdur
dg-anthology-limperatrice-3,D&G Anthology L'Imperatrice 3,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-ANTHOLOGY-L%27IMPERATRICE-3-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"çəhrayı-istiot, kivi, rəvənd","jasmin, qarpız, siklamen","limon-ağacı, müşk, səndəl",https://www.etirsah.com/az/product/517,Stokda Var
dg-anthology-limperatrice-3,D&G Anthology L'Imperatrice 3,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-ANTHOLOGY-L%27IMPERATRICE-3-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"çəhrayı-istiot, kivi, rəvənd","jasmin, qarpız, siklamen","limon-ağacı, müşk, səndəl",https://www.etirsah.com/az/product/518,Stokda Var
light-blue,Light Blue,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-LIGHT-BLUE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"alma, sidr, siciliya-limonu, zəngçiçəyi","ağ-qızılgül, jasmin, bambuk","müşk, sidr, ənbər",https://www.etirsah.com/az/product/519,Stokda Var
light-blue-forever,Light Blue Forever,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-LIGHT-BLUE-FOREVER-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Dolce&Gabbana,"berqamot, qreyfrut","bənövşə-yarpağı, ozon-notları","ağ-müşk, paçuli, vetiver-yağı",https://www.etirsah.com/az/product/520,Stokda Var
light-blue-forever,Light Blue Forever,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-LIGHT-BLUE-FOREVER-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Dolce&Gabbana,"limon, qan-portağalı, yaşıl-alma","ağ-çiçəklər, portağal-çiçəyi","ağ-müşk, sidr, kaşmeran",https://www.etirsah.com/az/product/521,Stokda Var
pour-homme-intenso,Pour Homme Intenso,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---D%26G-POUR-HOMME-INTENSO.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"lavanda, reyhan, ətirşah, gülümbahar, su-notları","müşk-sürvəsi-adaçayı, saman, tütün, süd-ağacı-akkordu, kəpək-otrubi","labdanum, müşk, səndəl, ənbər, sərv",https://www.etirsah.com/az/product/522,Stokda Var
dolcegabbana-pour-femme-intense,Dolce&Gabbana Pour Femme Intense,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE-%26-GABBANA-POUR-FEMME-INTENSE.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"neroli, yaşıl-mandarin","portağal-çiçəyi, tuberoza","səndəl, zefir",https://www.etirsah.com/az/product/523,Stokda Var
dolce-gabbana-pour-homme,Dolce & Gabbana pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE-%26-GABBANA-POUR-HOMME.jpg,,Kişi,14.00,22.00,32.00,Dolce&Gabbana,"berqamot, naringi-mandarin, neroli, sitrus","istiot, lavanda, müşk-sürvəsi-adaçayı","sidr, tonka-lobyası, tütün",https://www.etirsah.com/az/product/524,Stokda Var
dolce,Dolce,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"neroli, papaya-çiçəyi","nərgiz, suzanbağı, amarillis","müşk, kaşmeran",https://www.etirsah.com/az/product/525,Stokda Var
dolce,Dolce,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"neroli, papaya-çiçəyi","nərgiz, suzanbağı, amarillis","müşk, kaşmeran",https://www.etirsah.com/az/product/526,Stokda Var
dolce-peony,Dolce Peony,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE-PEONY-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Dolce&Gabbana,"armud, berqamot, çəhrayı-istiot, siklamen","bolqar-qızılgülü, freziya, pion","ambroksan, bal, paçuli, mirabelle-gavalı",https://www.etirsah.com/az/product/527,Stokda Var
dolce-rosa-excelsa,Dolce Rosa Excelsa,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE-ROSA-EXCELSA-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"neroli, papaya-çiçəyi","nərgiz, qızılgül, suzanbağı, türk-qızılgülü, amarillis","müşk, səndəl, kaşmir-ağacı",https://www.etirsah.com/az/product/528,Stokda Var
dolce-gabbana-pour-homme,Dolce & Gabbana pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---DOLCE%26GABBANA-POUR-HOMME.jpg,,Kişi,14.00,22.00,32.00,Dolce&Gabbana,"berqamot, lavanda, limon, naringi-mandarin, neroli, portağal","bənövşə, darçın, istiot, jasmin, keşniş, qızılgül, ətirşah","kumarin, müşk, sidr, süsən, səndəl, tonka-lobyası, tütün, ənbər",https://www.etirsah.com/az/product/529,Stokda Var
k-by-dolce-gabban,K by Dolce & Gabban,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---K-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Dolce&Gabbana,"qan-portağalı, sitrus, ardıc-giləmeyvəsi, siciliya-limonu","lavanda, müşk-sürvəsi-adaçayı, ətirşah, qırmızı-bibər","paçuli, sidr, vetivera",https://www.etirsah.com/az/product/530,Stokda Var
k-by-dolce-gabbana-2020,K by Dolce & Gabbana 2020,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---K-FOR-MEN-2020.jpg,,Kişi,26.00,46.00,72.00,Dolce&Gabbana,"hil, limon, qan-portağalı, qırmızı-bibər, ardıc-giləmeyvəsi","lavanda, müşk-sürvəsi-adaçayı, əncir, ətirşah","paçuli, sidr, vetivera, naqarmota-girdə-topalaq",https://www.etirsah.com/az/product/531,Stokda Var
light-blue-italian-love,Light Blue Italian Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---LIGHT-BLUE-ITALIAN-LOVE-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Dolce&Gabbana,"berqamot, qreyfrut","bənövşə-yarpağı, ozon-notları, yaşıl-notlar, kaşmeran","müşk, paçuli, vetivera, quayak-ağacı",https://www.etirsah.com/az/product/532,Stokda Var
light-blue-italian-love,Light Blue Italian Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---LIGHT-BLUE-ITALIAN-LOVE-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Dolce&Gabbana,"limon, yaşıl-alma","ağ-qızılgül, zanbaq, ambretta-müşk-əməköməcisi","ağ-müşk, səndəl, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/533,Stokda Var
light-blue-italian-zest-pour-homme,Light Blue Italian Zest Pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---LIGHT-BLUE-ITALIAN-ZEST-POUR-HOMME.jpg,,Kişi,20.00,34.00,52.00,Dolce&Gabbana,"berqamot, limon, naringi-mandarin, qreyfrut","freziya, rozmarin, hedion, palisandr-çəhrayı-ağac, siçuan-çin-istiotu","müşk, palıd-mamırı, büxur-ladan, ənbər-ağacı",https://www.etirsah.com/az/product/534,Stokda Var
pineapple,Pineapple,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---PINEAPPLE-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Dolce&Gabbana,"ananas, naringi-mandarin",ərəb-jasmini,"orxideya, tütün, vanil, boz-ənbər",https://www.etirsah.com/az/product/535,Stokda Var
q-by-dolce-gabbana,Q by Dolce & Gabbana,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---Q-FOR-WOMEN.jpg,,Qadın,32.00,58.00,92.00,Dolce&Gabbana,"jasmin, qan-portağalı, siciliya-limonu","albalı, geliotrop","müşk, sidr",https://www.etirsah.com/az/product/536,Stokda Var
the-one-desire,The One Desire,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-DESIRE-FOR-WOMEN1.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"berqamot, liçi, naringi-mandarin, inciçiçəyi",tuberoza,"karamel, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/537,Stokda Var
the-one-for-men,The One for Men,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Dolce&Gabbana,"keşniş, qreyfrut, reyhan","hil, portağal-çiçəyi, zəncəfil","sidr, tütün, ənbər",https://www.etirsah.com/az/product/538,Stokda Var
the-one-for-men,The One for Men,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-FOR-MEN.jpg,,Kişi,,,,Dolce&Gabbana,"keşniş, qreyfrut, reyhan","hil, portağal-çiçəyi, zəncəfil","sidr, tütün, ənbər",https://www.etirsah.com/az/product/539,Stokda Yoxdur
the-one,The One,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"berqamot, liçi, naringi-mandarin, şaftalı","jasmin, zanbaq, gavalı, inciçiçəyi","müşk, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/540,Stokda Var
the-one,The One,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"berqamot, liçi, naringi-mandarin, şaftalı","jasmin, zanbaq, gavalı, inciçiçəyi","müşk, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/541,Stokda Var
the-one-grey,The One Grey,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-GREY-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Dolce&Gabbana,"hil, keşniş, qreyfrut, reyhan","lavanda, müşk-sürvəsi-adaçayı, ətirşah","labdanum, paçuli, tütün, vetivera",https://www.etirsah.com/az/product/542,Stokda Var
the-one-mysterious-night,The One Mysterious Night,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-MYSTERIOUS-NIGHT-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Dolce&Gabbana,"qreyfrut, zəfəran","müşk-sürvəsi-adaçayı, qızılgül, aqar-ağacı-ud","ağac-notları, labdanum, tonka-lobyası, ənbər",https://www.etirsah.com/az/product/543,Stokda Var
the-one-royal-night,The One Royal Night,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONE-ROYAL-NIGHT-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Dolce&Gabbana,"hil, reyhan","armud-ağacı, hind-qozu","ağ-sidr, labdanum, səndəl, ənbər",https://www.etirsah.com/az/product/544,Stokda Var
the-only-one-2,The Only One 2,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---THE-ONLY-ONE-2-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Dolce&Gabbana,"armud, böyürtkən, freziya, qırmızı-giləmeyvələr","qızılgül, qəhvə, qırmızı-qızılgül","paçuli, tonka-lobyası, boz-ənbər, ənbər-ağacı",https://www.etirsah.com/az/product/545,Stokda Var
velvet-bergamot,Velvet Bergamot,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-BERGAMOT-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Dolce&Gabbana,"berqamot, portağal-çiçəyi, petitgreyn-sitrus-yarpağı",müşk-sürvəsi-adaçayı,"vetivera, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/546,Stokda Var
velvet-desert-oud,Velvet Desert Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-DESERT-OUD-FOR-UNISEX.jpg,,Unisex,,,,Dolce&Gabbana,büxur-ladan,"ənbər, aqar-ağacı-ud",müşk,https://www.etirsah.com/az/product/547,Stokda Yoxdur
velvet-desert-oud,Velvet Desert Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-DESERT-OUD-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Dolce&Gabbana,büxur-ladan,"ənbər, aqar-ağacı-ud",müşk,https://www.etirsah.com/az/product/548,Stokda Var
velvet-desert-oud,Velvet Desert Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-DESERT-OUD-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Dolce&Gabbana,büxur-ladan,"ənbər, aqar-ağacı-ud",müşk,https://www.etirsah.com/az/product/549,Stokda Var
velvet-exotic-leather,Velvet Exotic Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-EXOTIC-LEATHER.jpg,,Unisex,,,,Dolce&Gabbana,"rom, büxur-ladan, ardıc-giləmeyvəsi","dəri, lavanda, olibanum","labdanum, müşk-sürvəsi-adaçayı, stiraks",https://www.etirsah.com/az/product/550,Stokda Yoxdur
velvet-ginestra,Velvet Ginestra,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-GINESTRA-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Dolce&Gabbana,"cökə-çiçəyi, naz","bənövşə, sitrus, arı-mumu",benzoin,https://www.etirsah.com/az/product/551,Stokda Var
velvet-patchouli,Velvet Patchouli,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-PATCHOULI-FOR-UNISEX.jpg,,Unisex,,,,Dolce&Gabbana,paçuli,paçuli,kefalis,https://www.etirsah.com/az/product/552,Stokda Yoxdur
velvet-tender-oud,Velvet Tender Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%26G/D%26G---VELVET-TENDER-OUD-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Dolce&Gabbana,badam,"fransa-qızılgülü, damask-qızılgülü","ağac-notları, aqar-ağacı-ud",https://www.etirsah.com/az/product/553,Stokda Var
signature-for-him,Signature for Him,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%20brendleri/DAVID-%26-VICTORIA-BECKHAM---SIGNATURE-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,David & Victoria Beckham,"dəniz-suyu, naringi-mandarin, qarpız","ardıc, sərv, lantana","paçuli, palıd-mamırı, ənbər",https://www.etirsah.com/az/product/554,Stokda Var
signature-for-her,Signature for Her,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%20brendleri/DAVID-%26-VICTORIA-BECKHAM---SIGNATURE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,David & Victoria Beckham,alma,"orxideya, vanil, geliotrop","müşk, paçuli, ənbər",https://www.etirsah.com/az/product/555,Stokda Var
champion,Champion,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%20brendleri/DAVIDOFF---CHAMPION-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Davidoff,"berqamot, limon","müşk-sürvəsi-adaçayı, qalbanum","palıd-mamırı, sidr",https://www.etirsah.com/az/product/556,Stokda Var
cool-water,Cool Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%20brendleri/DAVIDOFF---COOL-WATER-FOR-MEN.jpg,,Kişi,,,,Davidoff,"dəniz-suyu, keşniş, lavanda, nanə, rozmarin, yaşıl-notlar","jasmin, neroli, səndəl, ətirşah","müşk, palıd-mamırı, sidr, tütün, ənbər",https://www.etirsah.com/az/product/557,Stokda Yoxdur
cool-water,Cool Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%20brendleri/DAVIDOFF---COOL-WATER-FOR-MEN.jpg,,Kişi,,,,Davidoff,"dəniz-suyu, keşniş, lavanda, nanə, rozmarin, yaşıl-notlar","jasmin, neroli, səndəl, ətirşah","müşk, palıd-mamırı, sidr, tütün, ənbər",https://www.etirsah.com/az/product/558,Stokda Yoxdur
cool-water,Cool Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/D%20brendleri/DAVIDOFF---COOL-WATER-FOR-WOMAN.jpg,,Qadın,14.00,22.00,32.00,Davidoff,"ananas, heyva, kalon, limon, yemiş, zanbaq, şanagüllə, qara-qarağat","bal, jasmin, qızılgül, suzanbağı, yemişan, şanagüllə, inciçiçəyi","böyürtkən, moruq, müşk, şaftalı, səndəl, vanil, vetivera, bənövşə-kökü",https://www.etirsah.com/az/product/559,Stokda Var
